issuer,sector,short_name,isin,currency,volume_circulation,min_lot,status,issue_date,maturity_date,price,accumulated_coupon,denomination,сoupon,сoupon_once_year,сoupon_type,instrument_type,amort,subord,guarant,high_yield,available_iis,hold_benefit
ПАО Сбербанк,корпоративные,СберИОС382 / Сбербанк оббП382,RU000A102D61,RUB,0.22 RUB,1000,В обращении,30.11.2020,08.12.2025,89.81 / 89.82 / 99.01,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Роял Капитал""",корпоративные,РоялКапБО6 / Роял Капитал оббП06,RU000A104CE4,RUB,0.07 RUB,1000,В обращении,28.12.2021,24.12.2024,99.12 / 99.12 / 99.84,37.52,1000,41.14 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
АО им. Т.Г. Шевченко,корпоративные,Шевченк1Р4 / Шевченко оббП04,RU000A104ZU1,RUB,0.25 RUB,1000,В обращении,28.07.2022,23.07.2026,70.72 / 71.53 / 72.69,0.01,1000,n/a,4,плавающий,Облигация,да,нет,нет,нет,да,да
"ПАО ""МОСТОТРЕСТ""",корпоративные,МОСТРЕСТ 8 / МОСТОТРЕСТ об08,RU000A0JWN89,RUB,5.00 RUB,1000,В обращении,10.08.2016,29.07.2026,67.9 / 67.6 / 68.15,0.04,1000,0.05 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-279 / Банк ВТБ оббП279,RU000A104586,RUB,0.19 RUB,1000,В обращении,19.01.2022,24.01.2025,97.96 / 97.53 / 97.95,0.04,1000,0.05 RUB,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС319 / Сбербанк оббП325,RU000A1023Z9,RUB,0.56 RUB,1000,В обращении,29.09.2020,06.10.2025,118.8 / 118.8 / 120.5,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС357 / Сбербанк оббП358,RU000A1029R3,RUB,1.50 RUB,1000,В обращении,16.11.2020,20.11.2025,n/a / 77.97 / 80.99,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС649 / Сбербанк оббП677,RU000A109LL9,RUB,0.19 RUB,1000,В обращении,16.10.2024,26.10.2029,91 / 88.3 / 97.79,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО МФК ""ВЭББАНКИР""",корпоративные,ВЭББНКР 03 / МФК ВЭББАНКИР оббП02,RU000A105575,RUB,0.10 RUB,1000,В обращении,31.08.2022,11.02.2026,73.25 / 73.02 / 73.23,9.21,1000,9.86 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС642 / Сбербанк оббП668,RU000A1097R0,RUB,0.41 RUB,1000,В обращении,30.08.2024,11.09.2029,n/a / 77.51 / 86.23,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СФО ""Социального развития""",корпоративные,sСоц.раз02 / СФО Социального развития об02,RU000A101UW4,RUB,0.79 RUB,436.5,В обращении,30.06.2020,13.01.2027,92.2 / 91.26 / 92.71,13.46,436.5,17.94 RUB,4,фиксированный,Облигация,да,нет,нет,нет,нет,нет
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-287 / Банк ВТБ оббП287,RU000A104D69,RUB,0.31 RUB,1000,В обращении,16.02.2022,21.02.2025,94.55 / 95.99 / 98.32,0.03,1000,0.05 RUB,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ДОМРФИА 04 / ДОМ.РФ Ипотечный агент об2П03,RU000A0ZYL89,RUB,0.43 RUB,56.64,В обращении,18.01.2018,28.04.2042,95.93 / 95.94 / 96.81,n/a,56.64,n/a,4,плавающий,Облигация с покрытием/участие в кредите,да,нет,да/гос. агентство,нет,да,да
"АО ""ХК ""МЕТАЛЛОИНВЕСТ""",корпоративные,МЕТАЛИНБ10 / МЕТАЛЛОИНВЕСТ обб10,RU000A101R90,RUB,5.00 RUB,1000,В обращении,04.06.2020,23.05.2030,91.5 / 91.35 / 91.5,2.81,1000,28.42 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""НК ""Роснефть""",корпоративные,Роснфт2P13 / Роснефть обб2П13,RU000A105ZC6,CNY,15.00 CNY,1000,В обращении,20.03.2023,07.03.2033,99.9823 / 99.9 / 99.9999,14.96,1000,29.92 CNY,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ФПК""",корпоративные,ФПК 1P-05 / ФПК оббП05,RU000A0ZZTL5,RUB,10.00 RUB,1000,В обращении,15.11.2018,02.11.2028,98.87 / 97.08 / 98.87,20.07,1000,93.64 RUB,2,плавающий,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС630 / Сбербанк оббП658,RU000A108U98,RUB,0.42 RUB,1000,В обращении,15.07.2024,26.07.2029,87.6 / 87 / 99.99,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СФО МОС МСП 2""",корпоративные,МОСМСП2 03 / МОС МСП 2 об03,RU000A104YR0,RUB,0.70 RUB,174.12,В обращении,28.12.2022,26.05.2033,90.6 / 90.82 / 99.17,0.91,174.12,1.37 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,нет,нет
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИАДОМ Б1P9 / ДОМ.РФ ИА оббП09,RU000A103N43,RUB,5.11 RUB,524.28,В обращении,07.09.2021,28.08.2031,69.45 / 69.31 / 69.48,1.98,524.28,10.11 RUB,4,фиксированный,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
"АО ""НК ""Продкорпорация""",корпоративные,Продкорп01 / Продкорпорация об01,RU000A102BF7,RUB,1.84 RUB,750,В обращении,26.03.2021,26.03.2026,86.64 / 85.95 / 86.56,14.96,750,33.44 RUB,2,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИА ДОМ 5P1 / ДОМ.РФ Ипотечный агент обП05,RU000A101JD7,RUB,2.01 RUB,278.94,В обращении,18.03.2020,28.04.2045,66.68 / 66.68 / 66.92,2.43,278.94,4.57 RUB,4,фиксированный,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС211 / Сбербанк оббП211,RU000A101FQ7,RUB,0.91 RUB,1000,В обращении,28.02.2020,06.03.2025,n/a / 106 / 148.72,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
"ООО ""БЭЛТИ-ГРАНД""",корпоративные,БЭЛТИ БОП5 / БЭЛТИ-ГРАНД оббП05,RU000A105427,RUB,0.15 RUB,600,В обращении,22.08.2022,03.04.2026,91.5 / 91.86 / 92.59,1.61,600,6.90 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИАДОМ 1P22 / ДОМ.РФ ИА оббП22,RU000A1058R2,RUB,5.13 RUB,772.13,В обращении,29.09.2022,28.09.2032,98.9 / 99 / 99.02,8.22,772.13,13.71 RUB,12,плавающий,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС188 / Сбербанк оббП189,RU000A1017R8,RUB,1.15 RUB,1000,В обращении,21.01.2020,27.01.2025,n/a / 96.81 / 100.11,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
"ПАО ""Россети Ленэнерго""",корпоративные,РСетиЛЭБО4 / Россети Ленэнерго обб04,RU000A101DF5,RUB,5.00 RUB,1000,В обращении,05.02.2020,23.01.2030,n/a / 98.9 / 99.88,32.52,1000,42.88 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС610 / Сбербанк оббП639,RU000A107W97,RUB,0.62 RUB,1000,В обращении,21.03.2024,03.04.2029,n/a / 60.31 / 68.01,n/a,1000,0.01 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ВымпелКом""",корпоративные,ВымпелК1Р5 / ВымпелКом оббП05,RU000A105W81,RUB,5.00 RUB,1000,В обращении,27.02.2023,13.12.2027,n/a / 76.69 / 78.84,7.17,1000,23.31 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС626 / Сбербанк оббП654,RU000A108Q60,RUB,0.42 RUB,1000,В обращении,28.06.2024,10.07.2029,85.51 / 60 / 85.51,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ С1-713 / Банк ВТБ обс1П713,RU000A0NTYA7,RUB,0.43 RUB,1000,В обращении,29.09.2023,25.09.2026,63.41 / 62 / 63.5,0.12,1000,0.30 RUB,n/a,фиксированный,Структурный продукт (облигации),NAN,нет,нет,нет,да,да
"ПАО ""РусГидро""",корпоративные,РусГидро09 / РусГидро об09,RU000A0JVD25,RUB,10.00 RUB,1000,В обращении,28.04.2015,15.04.2025,99 / 96.14 / 96.18,0.02,1000,0.05 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Роял Капитал""",корпоративные,РоялКапБО9 / Роял Капитал оббП09,RU000A106JC8,RUB,0.10 RUB,1000,В обращении,12.07.2023,08.07.2026,71.02 / 71.02 / 71.45,27.95,1000,37.40 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС338 / Сбербанк оббП339,RU000A102614,RUB,0.59 RUB,1000,В обращении,15.10.2020,22.10.2025,116.1 / 116.5 / 165.11,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС633 / Сбербанк оббП661,RU000A108Z02,RUB,0.75 RUB,1000,В обращении,30.07.2024,09.08.2029,n/a / 66.3 / 74.69,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ДОМРФИА 03 / ДОМ.РФ Ипотечный агент обП03,RU000A0ZYLX0,RUB,0.15 RUB,75.1,В обращении,26.12.2017,28.10.2037,89.86 / 89.38 / 90,n/a,75.1,n/a,4,плавающий,Облигация с покрытием/участие в кредите,да,нет,да/гос. агентство,нет,да,да
"ООО ""КИВИ Финанс""",корпоративные,КИВИФ 1Р02 / КИВИ Финанс оббП02,RU000A107548,RUB,8.50 RUB,1000,В обращении,31.10.2023,26.10.2027,100 / 100.05 / 107.97,31.38,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АК ""АЛРОСА"" (ПАО)",корпоративные,АЛРОСА Б05 / АЛРОСА обб05,RU000A101PD4,RUB,5.00 RUB,1000,В обращении,22.05.2020,10.05.2030,94.97 / 94.8 / 94.97,4.88,1000,14.34 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС213 / Сбербанк оббП213,RU000A101EL1,RUB,0.68 RUB,1000,В обращении,21.02.2020,27.02.2025,107.8 / 108 / n/a,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ВЭБ.РФ,корпоративные,ВЭБ.РФ 19 / ВЭБ.РФ об24,RU000A0JT6B2,RUB,10.00 RUB,1000,В обращении,09.06.2014,23.09.2032,97.34 / 94.52 / 95.92,28.81,1000,70.86 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ДОМ.РФ""",корпоративные,ДОМ.РФ Б-5 / ДОМ.РФ обб05,RU000A0JX2R1,RUB,5.00 RUB,1000,В обращении,23.12.2016,22.12.2049,100.05 / 100 / 100.05,1.5,1000,45.38 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""БЭЛТИ-ГРАНД""",корпоративные,БЭЛТИ БОП4 / БЭЛТИ-ГРАНД оббП04,RU000A103DY2,RUB,0.18 RUB,715,В обращении,14.07.2021,15.02.2027,85.07 / 85.07 / 85.91,5.04,715,7.20 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
МФК Быстроденьги (ООО),корпоративные,БДеньги-03 / МФК Быстроденьги обП01,RU000A104SJ9,RUB,0.13 RUB,1000,В обращении,05.05.2022,21.04.2025,100.08 / 100.08 / 100.59,18.52,1000,21.37 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Урожай""",корпоративные,УрожайБО03 / Урожай обб03,RU000A106J04,RUB,0.20 RUB,1000,В обращении,11.07.2023,07.07.2026,76.92 / 76.17 / 76.79,30.25,1000,39.89 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС295 / Сбербанк оббП293,RU000A101WV2,RUB,1.99 RUB,1000,В обращении,31.07.2020,07.08.2025,91.9 / 91.9 / n/a,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-292 / Банк ВТБ оббП292,RU000A104DB8,RUB,0.15 RUB,1000,В обращении,20.02.2023,25.02.2026,n/a / 107.6 / 112.49,0.03,1000,0.05 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Евразийский банк развития,корпоративные,ЕАБР П3-03 / Евраз.банк разв обб3П03,RU000A1057B8,USD,0.70 USD,1000,В обращении,19.09.2022,14.09.2029,n/a / 74.6 / 86.4899,971.93,1000,18.70 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС298 / Сбербанк оббП297,RU000A101YG9,RUB,1.29 RUB,1000,В обращении,14.08.2020,21.08.2025,n/a / 85.8 / 99.98,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО МФК ""МК""",корпоративные,МаниКап1Р2 / МФК МК оббП02,RU000A1079G1,RUB,0.15 RUB,1000,В обращении,28.11.2023,12.11.2026,77 / 77 / 77.46,11.84,1000,14.79 RUB,12,изменяемый,Облигация,да,нет,нет,да,да,да
"ПАО ""Газпром нефть""",корпоративные,Газпнф1P5R / Газпром нефть оббП05,RU000A0ZYLQ4,RUB,5.00 RUB,1000,В обращении,25.12.2017,16.12.2024,102.99,n/a,1000,38.39 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ВымпелКом""",корпоративные,ВымпелК1Р3 / ВымпелКом оббП03,RU000A105YK2,RUB,8.00 RUB,1000,В обращении,17.03.2023,16.10.2028,74.2 / 73.05 / 74.2,11.4,1000,18.20 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ДОМРФИА 1P / ДОМ.РФ Ипотечный агент обП01,RU000A0JX3M0,RUB,0.14 RUB,64.92,В обращении,28.12.2016,28.12.2039,92.99 / 92.5 / 92.98,n/a,64.92,n/a,4,плавающий,Облигация с покрытием/участие в кредите,да,нет,да/гос. агентство,нет,да,да
