issuer,sector,short_name,isin,currency,volume_circulation,min_lot,status,issue_date,maturity_date,price,accumulated_coupon,denomination,сoupon,сoupon_once_year,сoupon_type,instrument_type,amort,subord,guarant,high_yield,available_iis,hold_benefit
"Государственная компания ""Автодор""",корпоративные,Автодор2Р1 / Автодор обб2П01,RU000A100030,RUB,2.12 RUB,780,В обращении,27.12.2018,12.12.2030,110 / 106.51 / 110,60.78,780,61.80 RUB,2,плавающий,Облигация,да,нет,нет,нет,да,да
"ООО ""Интерлизинг""",корпоративные,ИнтЛиз1Р04 / Интерлизинг оббП04,RU000A105FU0,RUB,2.35 RUB,670,В обращении,15.11.2022,11.11.2025,93.71 / 93.81 / 94.49,7.71,670,20.63 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""Интерлизинг""",корпоративные,ИнтЛиз1Р05 / Интерлизинг оббП05,RU000A105Y30,RUB,2.50 RUB,835,В обращении,14.03.2023,10.03.2026,88 / 88 / 90.71,1.65,835,24.98 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""БЭЛТИ-ГРАНД""",корпоративные,БЭЛТИ БОП6 / БЭЛТИ-ГРАНД оббП06,RU000A1076A0,RUB,0.18 RUB,1000,В обращении,08.11.2023,12.10.2028,74.08 / 73.97 / 74.62,6.52,1000,13.97 RUB,12,изменяемый,Облигация,да,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС380 / Сбербанк оббП381,RU000A102D53,RUB,0.57 RUB,1000,В обращении,14.12.2020,22.12.2025,96.8 / 96.5 / 96.8,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ПКТ""",корпоративные,ПКТ 01 / ПервыйКонтейнерныйТерм об01,RU000A0JW0S4,RUB,5.00 RUB,1000,В обращении,22.12.2015,09.12.2025,90 / 84.78 / 85.86,0.82,1000,24.93 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""НК ""Роснефть""",корпоративные,Роснфт2P9 / Роснефть обб2П09,RU000A100YQ0,RUB,25.00 RUB,1000,В обращении,24.10.2019,11.10.2029,81.17 / 78.3 / 79.69,14.79,1000,22.44 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО Банк ""ФК Открытие""",корпоративные,ОткрБФКСО6 / ФК Открытие (ОткрБрокер) обс05,RU000A104RW4,RUB,0.40 RUB,1000,В обращении,01.06.2022,27.05.2025,43.03 / 43 / 43.03,n/a,1000,57.53 RUB,4,фиксированный,Структурный продукт (облигации),NAN,нет,нет,нет,да,да
"АО ""ДОМ.РФ""",корпоративные,ДОМ.РФ Б-8 / ДОМ.РФ обб08,RU000A0ZYFM5,RUB,5.00 RUB,1000,В обращении,14.11.2017,14.11.2050,100.2 / 99.71 / 100,23.48,1000,52.11 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""АЛЬФА-БАНК""",корпоративные,АЛЬФА БО39 / АЛЬФА-БАНК обб39,RU000A0ZYWB3,RUB,10.00 RUB,1000,В обращении,06.03.2018,17.03.2033,101 / 100 / 102,49.13,1000,91.75 RUB,2,фиксированный,Облигация,NAN,да,нет,нет,да,да
МУФ СО,субфедеральные/муниципальные,СамарОбл15 / Самарская обл. оба15,RU000A1020L5,RUB,2.00 RUB,400,В обращении,11.08.2020,04.08.2026,89.31 / 87.2 / 89.4,2.61,400,5.78 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""ДОМ.РФ""",корпоративные,ДОМ.РФ Б-6 / ДОМ.РФ обб06,RU000A0ZYF20,RUB,5.00 RUB,1000,В обращении,08.11.2017,07.11.2050,102.9 / 100.09 / 102.99,27.04,1000,52.36 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""МОЭК""",корпоративные,МОЭК БО1P4 / МОЭК оббП04,RU000A101XS6,RUB,5.00 RUB,1000,В обращении,22.07.2020,15.07.2026,93.15 / 92.67 / 93.15,41.44,1000,49.61 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС494 / Сбербанк оббП518,RU000A1044Z5,RUB,0.39 RUB,1000,В обращении,23.12.2021,20.12.2024,130.92 / 131.01 / n/a,n/a,1000,0.10 RUB,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ГПБ (АО),корпоративные,ГПБ3P6CNY / ГПБ обб3П06,RU000A1087C3,CNY,0.04 CNY,100,В обращении,09.04.2024,09.04.2027,95.64 / 95.0068 / 99.752,12.98,100,2.49 CNY,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
мэрия города Новосибирска,субфедеральные/муниципальные,Новосиб10 / Новосибирск оба010,RU000A100WF7,RUB,2.75 RUB,550,В обращении,10.10.2019,08.10.2026,88.94 / 88.04 / 88.93,6.71,550,9.90 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""Солид-Лизинг""",корпоративные,СолЛиз БО2 / Солид-Лизинг обб02,RU000A107W71,RUB,0.42 RUB,850,В обращении,01.03.2024,27.08.2027,92.57 / 91.03 / 92.55,10.29,850,55.10 RUB,4,плавающий,Облигация,да,нет,нет,нет,да,да
"ПАО ""Ростелеком""",корпоративные,РостелБО-1 / Ростелеком обб01,RU000A0JVFC6,RUB,5.00 RUB,1000,В обращении,29.05.2015,16.05.2025,n/a / 95.21 / 97.96,5.95,1000,34.90 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ММЦБ""",корпоративные,ММЦБ П01-1 / ММЦБ оббП01,RU000A1001T8,RUB,0.03 RUB,1000,В обращении,25.01.2019,12.01.2029,n/a / 95.89 / 96.37,32.05,1000,32.41 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""МОСТОТРЕСТ""",корпоративные,МОСТРЕСТ 7 / МОСТОТРЕСТ об07,RU000A0JWN63,RUB,5.00 RUB,1000,В обращении,19.07.2016,07.07.2026,68.51 / 68.36 / 68.93,0.04,1000,0.05 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Роял Капитал""",корпоративные,РоялКапБО7 / Роял Капитал оббП07,RU000A104UF3,RUB,0.10 RUB,1000,В обращении,31.05.2022,27.05.2025,92.11 / 91.9 / 92.12,8.22,1000,37.40 RUB,4,фиксированный,Облигация,NAN,нет,нет,да,да,да
ПАО Сбербанк,корпоративные,СберИОС623 / Сбербанк оббП651,RU000A108K25,RUB,0.53 RUB,1000,В обращении,14.06.2024,20.06.2029,n/a / 58.51 / 68.01,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Министерство финансов Республики Саха (Якутия),субфедеральные/муниципальные,Якут-35014 / Саха (Якутия) оба014,RU000A101P27,RUB,2.75 RUB,500,В обращении,20.05.2020,12.05.2027,79.61 / 79.5 / 79.99,0.27,500,8.09 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""РЕСО-Лизинг""",корпоративные,РЕСОЛиз2П1 / РЕСО-Лизинг обб2П01,RU000A104V26,RUB,9.00 RUB,1000,В обращении,07.06.2022,02.06.2026,n/a / 98.22 / 99.79,6.66,1000,n/a,2,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""ДОМ.РФ""",корпоративные,ДОМ 1P-3R / ДОМ.РФ оббП03,RU000A0ZZ1N0,RUB,15.00 RUB,1000,В обращении,06.04.2018,24.03.2028,95.85 / 95.85 / 99.25,40,1000,91.00 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,RUS-29 / MINFIN RF 21/03/2029 RegS,RU000A0ZYYN4,USD,3.00 USD,200000,В обращении,27.03.2018,21.03.2029,82.9,2065.97,200000,4375.00 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ТГК-1""",корпоративные,ТГК-1БО1P1 / ТГК-1 оббП01,RU000A105NB4,RUB,5.00 RUB,1000,В обращении,22.12.2022,16.12.2027,89.91 / 89.07 / 89.91,45.36,1000,46.12 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС620 / Сбербанк оббП649,RU000A108DG8,RUB,0.47 RUB,1000,В обращении,30.05.2024,11.06.2029,n/a / 71 / 81.01,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Совкомбанк""",корпоративные,СовкомБОП2 / Совкомбанк оббП03,RU000A101MB5,RUB,11.93 RUB,1000,В обращении,29.04.2020,17.04.2030,96.82 / 96.81 / 96.82,21.45,1000,36.15 RUB,4,фиксированный,Облигация,NAN,да,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИАДОМ Б1P7 / ДОМ.РФ ИА оббП07,RU000A103125,RUB,4.52 RUB,401.74,В обращении,22.04.2021,28.06.2049,71.37 / 71.28 / 71.37,6,401.74,6.91 RUB,4,фиксированный,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
"ООО ""Фабрика ФАВОРИТ""",корпоративные,ФабрФавБО1 / Фабрика ФАВОРИТ обб01,RU000A106ZZ5,RUB,0.06 RUB,1000,"В обращении / <span class=""tag-default"">ДЕФОЛТ</span>",10.10.2023,20.09.2027,7 / 6.99 / 8.46,n/a,1000,16.44 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ЧТПЗ""",корпоративные,ЧТПЗ 1P4 / ЧТПЗ оббП04,RU000A0JXTY7,RUB,9.90 RUB,1000,В обращении,20.06.2017,08.06.2027,83.99 / 84 / 84.85,1.71,1000,51.86 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО МФК ""МигКредит""",корпоративные,МигКр 02 / МФК МигКредит обб2П01,RU000A106KT0,RUB,0.15 RUB,760,В обращении,19.07.2023,03.07.2026,88.35 / 88.02 / 88.36,1.84,760,9.21 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО МФК ""МК""",корпоративные,МаниКап1Р1 / МФК МК оббП01,RU000A1074F4,RUB,0.15 RUB,1000,В обращении,24.10.2023,08.10.2026,78.37 / 77.01 / 80,12.71,1000,13.15 RUB,12,изменяемый,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС431 / Сбербанк оббП440,RU000A102WC0,RUB,0.72 RUB,1000,В обращении,16.04.2021,22.04.2026,70.4 / 71 / 71.99,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Россети""",корпоративные,ФСК РС1Р5 / ФСК Россети оббП05,RU000A101LX1,RUB,10.00 RUB,1000,В обращении,29.04.2020,11.04.2035,94.33 / 93.83 / 94.33,9.62,1000,16.21 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО МФК ""КарМани""",корпоративные,КарМани 02 / МФК КарМани об02,RU000A1058U6,RUB,0.16 RUB,600,В обращении,29.09.2022,15.09.2025,93.46 / 93.2 / 93.44,9.06,600,9.37 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""ТрансФин-М""",корпоративные,ТрансФБО39 / ТрансФин-М обб14,RU000A0JVHH1,RUB,2.04 RUB,1000,В обращении,17.06.2015,04.06.2025,94.25 / 90.1 / 92.99,2.79,1000,42.38 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ГПБ Финанс""",корпоративные,ГПБФин1Р2 / ГПБ Финанс 0бб1П02,RU000A109R19,RUB,10.00 RUB,1000,В обращении,08.10.2024,25.10.2027,70 / 71.21 / 97,41.11,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС323 / Сбербанк оббП327,RU000A1023X4,RUB,0.84 RUB,1000,В обращении,28.09.2020,06.10.2025,87.8 / 87.2 / 90.81,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС609 / Сбербанк оббП638,RU000A107UR1,RUB,0.37 RUB,1000,В обращении,11.03.2024,23.03.2029,67.01 / 57.01 / 73.49,n/a,1000,0.01 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС210 / Сбербанк оббП210,RU000A101DR0,RUB,0.74 RUB,1000,В обращении,14.02.2020,20.02.2025,n/a / 119.1 / n/a,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС436 / Сбербанк оббП451,RU000A1032N6,RUB,0.34 RUB,1000,В обращении,28.05.2021,04.06.2026,n/a / 93.61 / 132.33,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СЛДК""",корпоративные,СЛДК 1P1 / СЛДК обб1П01,RU000A109XN0,RUB,0.50 RUB,1000,В обращении,29.10.2024,26.10.2027,97.95 / 97.85 / 97.94,34.19,1000,64.82 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС315 / Сбербанк оббП314,RU000A102242,RUB,1.89 RUB,1000,В обращении,15.09.2020,22.09.2025,84.1 / 84.1 / 85.76,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ВЭБ.РФ,корпоративные,ВЭБ1P-28 / ВЭБ.РФ оббП336,RU000A1031Y5,RUB,80.00 RUB,1000,В обращении,05.05.2021,29.04.2026,88.95 / 86.76 / 88.98,10.26,1000,39.74 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС647 / Сбербанк оббП675,RU000A109JJ7,RUB,0.13 RUB,1000,В обращении,27.09.2024,09.10.2029,n/a / 88.2 / 124.73,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС409 / Сбербанк оббП415,RU000A103TL5,RUB,0.13 RUB,1000,В обращении,14.10.2021,09.10.2026,n/a / 63.66 / 75,n/a,1000,0.10 RUB,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Солид-Лизинг""",корпоративные,СолЛизБО07 / Солид-Лизинг оббП07,RU000A105P07,RUB,0.21 RUB,700,В обращении,23.12.2022,08.12.2025,87.37 / 87.01 / 87.35,1.11,700,8.34 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
"ОАО ""РЖД""",корпоративные,РЖД 1Р-18R / РЖД оббП18,RU000A101H84,RUB,15.00 RUB,1000,В обращении,04.03.2020,20.02.2030,93.79 / 93.8 / 96.28,49.03,1000,81.13 RUB,2,плавающий,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС292 / Сбербанк оббП292,RU000A101WG3,RUB,0.54 RUB,1000,В обращении,28.07.2020,04.08.2025,137.1 / 137.1 / 193.14,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС579 / Сбербанк оббП609,RU000A106M09,RUB,1.64 RUB,1000,В обращении,18.08.2023,24.08.2028,60.8 / 60.8 / 65.9,n/a,1000,0.03 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС280 / Сбербанк оббП279,RU000A101TZ9,RUB,1.06 RUB,1000,В обращении,30.06.2020,07.07.2025,93.29 / 92.71 / 93.34,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС582 / Сбербанк оббП612,RU000A106SD7,RUB,1.49 RUB,1000,В обращении,12.09.2023,22.09.2028,n/a / 62 / 68,n/a,1000,0.01 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИА ДОМ15P2 / ДОМ.РФ Ипотечный агент об2П15,RU000A101TD6,RUB,4.05 RUB,249.43,В обращении,18.06.2020,28.05.2049,65.77 / 65.75 / 65.77,0.73,249.43,3.71 RUB,4,фиксированный,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-275 / Банк ВТБ оббП275,RU000A104545,RUB,0.33 RUB,1000,В обращении,22.12.2021,27.12.2024,99.32 / 99.17 / 99.38,0.05,1000,0.05 RUB,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС304 / Сбербанк оббП306,RU000A1020F7,RUB,0.81 RUB,1000,В обращении,24.08.2020,01.09.2025,123.5 / 123.5 / 150,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ С1-714 / Банк ВТБ обс1П714,RU000A0NTYB5,RUB,0.38 RUB,1000,В обращении,18.10.2023,15.10.2025,n/a / 83.25 / 83.59,0.12,1000,0.20 RUB,n/a,фиксированный,Структурный продукт (облигации),NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС599 / Сбербанк оббП629,RU000A107DC9,RUB,0.62 RUB,1000,В обращении,25.12.2023,12.01.2029,72.6 / 72.61 / 79,n/a,1000,0.01 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС502 / Сбербанк оббП527,RU000A1047M6,RUB,0.63 RUB,1000,В обращении,27.12.2021,25.12.2026,n/a / 61.14 / 69,n/a,1000,0.10 RUB,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИА ДОМ13P2 / ДОМ.РФ Ипотечный агент об2П13,RU000A1018T2,RUB,21.51 RUB,222.64,В обращении,25.12.2019,10.05.2050,73.29 / 73.11 / 73.29,n/a,222.64,n/a,12,плавающий,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
Департамент финансов Томской области,субфедеральные/муниципальные,ТомскОб 62 / Томская обл. оба62,RU000A0ZYMJ7,RUB,1.75 RUB,250,В обращении,28.12.2017,19.12.2024,103.75 / 99.66 / 131,4.52,250,4.67 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС624 / Сбербанк оббП653,RU000A108LV0,RUB,0.40 RUB,1000,В обращении,24.06.2024,05.07.2029,n/a / 71.9 / 78.01,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИА ДОМ10P2 / ДОМ.РФ Ипотечный агент об2П10,RU000A100ZB9,RUB,20.68 RUB,216.23,В обращении,30.10.2019,28.09.2049,68.28 / 68.11 / 68.28,n/a,216.23,n/a,12,плавающий,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС270 / Сбербанк оббП270,RU000A101QX0,RUB,1.71 RUB,1000,В обращении,19.06.2020,25.06.2025,90.5 / 90.5 / 99.98,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС253 / Сбербанк оббП253,RU000A101MH2,RUB,2.49 RUB,1000,В обращении,29.05.2020,04.06.2025,92.3 / 92.3 / 92.78,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
"ООО ""Инвестиционные облигации""",корпоративные,ИнвОбл01 / Инвест. облигации об01,RU000A107C75,RUB,0.10 RUB,1000,В обращении,05.03.2024,02.10.2026,n/a / 73.01 / 79.99,0.02,1000,0.10 RUB,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС305 / Сбербанк оббП310,RU000A1021M1,RUB,0.63 RUB,1000,В обращении,31.08.2020,05.09.2025,n/a / 120.2 / 132.99,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Россети Ленэнерго""",корпоративные,РСетиЛЭБО3 / Россети Ленэнерго обб03,RU000A101DE8,RUB,5.00 RUB,1000,В обращении,05.02.2020,23.01.2030,99.57 / 99.6 / 99.85,32.52,1000,42.88 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС412 / Сбербанк оббП418,RU000A1031G2,RUB,0.57 RUB,1000,В обращении,18.05.2021,25.05.2026,99 / 98.51 / n/a,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖДЗО28-1Р / РЖД об3П06,RU000A1089X5,RUB,17.35 RUB,100000,В обращении,14.06.2024,02.03.2028,66.5 / 66.59 / 68.97,1906.09,100000,3299.00 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС273 / Сбербанк оббП266,RU000A101QY8,RUB,1.93 RUB,1000,В обращении,16.06.2020,23.06.2025,104.5 / 104.5 / 145.6,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИАДОМ 1P39 / ДОМ.РФ ИА оббП38,RU000A107G55,RUB,44.13 RUB,883.78,В обращении,22.12.2023,28.11.2033,97.37 / 97.12 / 97.38,9.96,883.78,16.61 RUB,12,плавающий,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
"ООО ""ДОМ.РФ Ипотечный агент""",корпоративные,ИАДОМ Б1P2 / ДОМ.РФ ИА оббП02,RU000A102JB9,RUB,3.88 RUB,379.79,В обращении,18.12.2020,28.11.2050,64.85 / 64.85 / 65.31,1.13,379.79,5.79 RUB,4,фиксированный,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-329 / Банк ВТБ оббП329,RU000A106M41,RUB,0.02 RUB,1000,В обращении,27.07.2023,23.07.2026,99.9 / 92.01 / 109.93,13.79,1000,23.68 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ДОМ.РФ""",корпоративные,ДОМ.РФ Б-7 / ДОМ.РФ обб07,RU000A0ZYF38,RUB,5.00 RUB,1000,В обращении,08.11.2017,07.11.2050,102.4 / 100.01 / 102.4,27.04,1000,52.36 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Управление финансов области,субфедеральные/муниципальные,ЛипецкОб12 / Липецкой обл. оба12,RU000A102598,RUB,0.50 RUB,200,В обращении,22.09.2020,16.09.2025,88.63 / 88.63 / 89.36,2.84,200,2.87 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-242 / Банк ВТБ оббП242,RU000A103TX0,RUB,0.32 RUB,1000,В обращении,29.05.2023,22.05.2028,n/a / 65.01 / 70.01,0.01,1000,0.05 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС653 / Сбербанк оббП682,RU000A109S67,RUB,0.25 RUB,1000,В обращении,30.10.2024,12.11.2029,87.3 / 83.01 / 118.99,n/a,1000,0.06 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС601 / Сбербанк оббП630,RU000A107J45,RUB,1.56 RUB,1000,В обращении,30.01.2024,19.02.2029,67.65 / 60.01 / 67.67,n/a,1000,0.01 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ФПК""",корпоративные,ФПК 1P-07 / ФПК оббП07,RU000A1012B3,RUB,5.50 RUB,1000,В обращении,18.11.2019,06.11.2029,86.68 / 84.24 / 86,6.62,1000,34.41 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО МФК ""ВЭББАНКИР""",корпоративные,ВЭББНКР 01 / МФК ВЭББАНКИР об01,RU000A103F43,RUB,0.03 RUB,83.7,В обращении,22.07.2021,09.01.2025,99.01 / 99.25 / 99.59,0.38,83.7,0.88 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС340 / Сбербанк оббП340,RU000A102622,RUB,0.31 RUB,1000,В обращении,15.10.2020,22.10.2025,98.6 / 98.6 / 139.18,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
"""СИНАРА-Капитал"" (ООО)",корпоративные,СИНАРАБ1 / СИНАРА-Капитал обб01,RU000A1085A1,RUB,0.32 RUB,1000,В обращении,26.04.2024,12.04.2027,94.97 / 90.8 / 91.49,11.18,1000,13.97 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-256 / Банк ВТБ оббП256,RU000A103XU8,RUB,0.12 RUB,1000,В обращении,14.02.2024,07.02.2029,76.51 / 76.53 / 82.01,0.03,1000,0.05 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО МФК ""ВЭББАНКИР""",корпоративные,ВЭББНКР 05 / МФК ВЭББАНКИР оббП04,RU000A107U65,RUB,0.15 RUB,1000,В обращении,22.02.2024,05.08.2027,69.21 / 68.21 / 69.21,14.58,1000,15.62 RUB,12,изменяемый,Облигация,да,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС358 / Сбербанк оббП376,RU000A102C88,RUB,1.50 RUB,1000,В обращении,27.11.2020,02.12.2025,n/a / 77.36 / 83.99,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Глобал Факторинг Нетворк Рус""",корпоративные,ГлобалФ1P3 / ГлобалФакторНетворкРус оббП03,RU000A106LS0,RUB,0.15 RUB,1000,В обращении,26.07.2023,05.07.2027,75 / 74.29 / 74.44,11.72,1000,12.12 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""Россети""",корпоративные,ФСК РС Б5 / ФСК Россети обб05,RU000A1056S4,RUB,10.00 RUB,1000,В обращении,23.09.2022,10.08.2057,81.19 / 80.29 / 81.19,20.26,1000,21.19 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ВымпелКом""",корпоративные,ВымпелК1Р2 / ВымпелКом оббП01,RU000A105XE7,RUB,15.00 RUB,1000,В обращении,10.03.2023,11.12.2028,64.15 / 65.92 / 66.99,22.42,1000,23.19 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
мэрия города Новосибирска,субфедеральные/муниципальные,Новсиб 8об / Новосибирск оба08,RU000A0JWHW8,RUB,0.60 RUB,200,В обращении,30.05.2016,28.05.2026,93.5 / 89.85 / 94.44,2.62,200,4.48 RUB,4,изменяемый,Облигация,да,нет,нет,нет,да,да
Минфин России,государственные,РФ ЗО 43 Д / МинФин Зам 16/09/2043,RU000A10A877,USD,1.50 USD,200000,В обращении,05.12.2024,16.09.2043,77.6995 / 72 / 75,305353.13,200000,5875.00 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО МФК ""МигКредит""",корпоративные,МигКр 03 / МФК МигКредит обб2П02,RU000A106UK8,RUB,0.17 RUB,840,В обращении,07.09.2023,24.08.2026,95.12 / 94.67 / 95.11,8.28,840,15.53 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
